ISBN;EAN;ASIN;Eigenschaft;Class;AX;BX;Autor;Titel;Seiten;Verlag;Bindung;Listenpreis;Datum;Translator;Orginaltitel;Sprache;Orginalsprache;Reihe;Thema;Buchart;Ersterscheinung;Standort;Auflage;Inhalt;Buchnummer;dnb-idns
0689814836;9780689814839.0;0689814836;8396865;Orginal;;Dijs, Carla;Dijs, Carla;The Boy Who Cried Wolf?;8.0;Little Simon;180° (10) V;3,50 €;1997;;;English;;;Junge, Schafe, Wolf,;;1;3 - 2;;"Das Buch erzählt die Geschichte von dem Jungen, der aus Spass ""Wolf"" rief und dann die Konsequenten erfahren musste.

Das Buch ist sehr gut erhalten. - 1";2487.0;[]
0679850740;978.0;0679850740;8396817;Orginal;;Dijs, Carla;Dijs, Carla;How Many Fingers?;12.0;Random House;180° (10) V;2,13 €;1994;;;English;;;Zahlen, Hand, finger, Meerschweinchen,Hühner, Hunde, Schmetterlinge, Karotten, Bienen, Katzen,Fische;;1;3 - 2;;"Neben den Finger bietet dieses Zähl- und Zahlenbuch auch noch entsprechende Zahl an Tieren und Gegenständen an.

Das Buch ist sehr gut erhalten. - 1";2486.0;[]
000411521X;978.0;000411521X;58720260;Orginal;;Dijs, Carla;Dijs, Carl;Sixty Second Workout . For Women;12.0;hunkylory;180° (6) V;5,73 €;1988;;;English;;;Frau Sportkleidung, Gymnastik,Keks;;1;3 - 2;;"Diese kleine amysante Gymnastik für Frauen ist sicher gesundheitsfördernd, zumal es am Schluss auch eie Belohnung gibt.

Das Buch ist sehr gut erhalten. Es gibt keine Mängel. - 1";2485.0;[]
0004115201;978.0;B007Z4L4OU;58720260;Orginal;;Dijs, Carla;Dijs, Carla;Sixty Second Workout . For Men;12.0;Collins;180° (6) V;5,28 €;1988;;;française;;;Mann, Trainingsanzug, Gymnastik,Bierdose;;1;3 - 2;;"Diese kleine amysante Gymnastik für Männer ist sicher gesundheitsfördernd, zumal es am Schluss auch eie Belohnung gibt.

Das Buch ist sehr gut erhalten. Es gibt keine Mängel. - 1";2484.0;[]
3773553331;978.0;3773553331;8193;Übersetzung US;;Dijs, Carla;Dijs, Carla;Wer schwimmt im Meer?;12.0;Delphin Verlag, München;180° (6) V;0,50 €;1987;;;deutsch;;;Meer, Tiere, Krebs, Walross,Hai, Tintenfisch, Wal, Auster, Perle;;;3 - 2;;"In dem Buch werden einzelne Meerestiere mit kurzen Erklärungen vorgestellt.

Das Buch ist schon etwas gebraucht worden: Auf den seiten sind kleine Zahlen in kreisen eingetragen.Es ist insgesamt nachgedunkelt etwas verkratzt und fleckig.Auf der Rückseite";2483.0;['880200316']
;978.0;;8192;Übersetzung US;;Dijs, Carla;Dijs, Carla;Wer lebt im Zoo?;12.0;Delphin Verlag, München;180° (6) V;9,00 €;1987;;;deutsch;;;Zoo, Tiere, Gorilla,Kamel,Elefant, Löwe,Giraffe, Nilpferd;;1;3 - 2;;"In dem Buch werden einzelne Zootiere mit kurzen Erklärungen vorgestellt.

Das Buch ist sehr gut erhlten. Kein Eintrag, nicht bestoßen. - 1";2482.0;[]
7100900499;;;8388641;Orginal;;Dijs, Carla;Dijs, Carla;Hansel &Gretel;12.0;Dell Pubishing;180°, V,(6);17,95 €;1991;;;English;;;Märchen, Hänsel, Gretel, Vogel, Hexenhaus,Hexe, Kamin,;;2;3 - 2;;"Es wird das Märchen von Hänsel und Gretel erzählt.Leider ohne Kritik an Vater und Mutter.

Das Buch ist (fast) sehr gut erhalten. Trotz des unangebracht hohen einkaufspreises fehlt ein Stückchen am vogel auf Seite3/4.. Deshalb - 2";2481.0;[]
140632907X;9781406329070.0;140632907X;276889862;Orginal;;Hawcock, David;"Shelley, Mary;Bampton, Claire(Text); Taylor, Rob, Williams, Antony";Frankenstein;14.0;Walker Books;180° (7) V, Klapp;15,00 €;2009;;;English;;;Frankenstein, feuer, Ruderboot, See, Flucht, brand Haus, Feuersbrunst;;3;3 - 2;;"Es wird die Geschichte von Frankenstein erzählt, der später in einer riesigen fuersbrunst verbrannte.

Das Buch ist wohl noch nie gelesen worden und deshalb sehr gut erhalte. Die Rückenbindung ist so schwah und dünn, dass das buch auf der Rückseite um 1";2480.0;[]
0789320509;9780789320506.0;0789320509;276889862;Orginal;;Hawcock, David;"Stoker, Bram, Bampton, Claire(Text); Wiliams, Antony (Ill.)";Dracula;14.0;Universe;180° (7) V, Klapp;20,44 €;2009;;;English;;;Burg, Grab, Sarg,Dracula, Wolfshund, Häuserecke, Friedhof,;;1;3 - 2;;"Das Buch schildert als Graphic-Story die Geschichte des wiederauferstandenen Fürsten Drakula mit vielen Bildern und zusätzlichen Pop-ups auf den nebenseiten. Die Geschichte wird in  der Art von Comic-Geschichten mit Sprechblasen dargestellt.

Das Buch i";2479.0;[]
0689822650;9780689822650.0;0689822650;8211;Orginal;;Murphy, Chuck;Murphy, Chuck;Bow Wos: A Pop-Up Book of Shapes;10.0;Little Simon;180°(4),90°, (2). ) Zug Klapp,;12,44 €;1999;;;English;;;Formen, Hunde, Kreis, Rad,Quadrat, Bett,Dreieck, Ägypter, Oval, Hund,Korb,Rechteck, Tür, Pfeil,Stern;;1;3 - 2;;"Das Buch zeigt auf, wo im Alltag Formen auftreten. Spürhunde dürfen sie entdecken und imSchlussbild als hängende Gebilde präsentieren.

Das Buch ist sehr gut erhalten, Selbt die auf weßen Flächen zu sehenden Schmutzspuren gehen gegen Null. - 1";2478.0;[]
0689814151;9780689814150.0;0689814151;8211;Übersetzung US;;Murphy, Chuck;Murphy, Chuck;Black Cat, White Cat: A Pop-Up Book of Opposites;10.0;Little Simon;180°(4),90°, (2). ) Zug Klapp,;9,57 €;1998;;;English;;;Oppositionswörter, Katzen, Leiter;;2;3 - 2;;"Das Buch mit gegnsätzlichen Bildern Gegenteilwörter zu illustrieren.

Das Buch ist noch gut erhalten, keine technischen Fehler. Nicht bestoßen. Leicht angeschmutzt. - 2";2477.0;[]
3760712673;9783760712673.0;3760712673;8209;Übersetzung US;;Murphy, Chuck;Murphy, Chuck;Schau mal Farben;10.0;arsEdition;180°(1),90°, (7). ) Zug Klapp,;12,00 €;1998;;;Deutsch;;;Farben, Tiere, Seestern,Papgei,Kücken, Schmetterling,Tiger, Affe, Flamingo, Schlange, Fische,Pinguin;;2;3 - 2;;"Das Buch zeigt Farbquadrate mit entsprechenden Tieren nach dem Aufklappen. Zum Schluss sind Fische in allen Farben zu sehen.

Das Buch ist noch gut erhalten. kein Eintrag, nicht bestoßen. Etwas fingerfettig. - 2";2476.0;['1000428834']
3760712916;9783760712918.0;3760712916;8396818;Übersetzung US;;Murphy, Chuck;Murphy, Chuck;Eins bis Zehn;14.0;Ars Edition;90°, Aufklappb. (22)ZugKlapp,D;10,00 €;1999;;;Deutsch;;;Zahlen, Tiere, Frosch,Tukan, Käfer, Katzen,Muschel, Hunde, Fische, Schmetterlinge, Papgeien, Kinder;;2;9 - 5;;"In dem Buch gibt es zu jeder Zahl ein oder mehre Tiere zu sehen, am Schluss sind es 10 Kinder. Die Zahlen  werden abwechselnd in Schwarz oder Weiß abgebildet und müssen meistens aufgeklappt werden.

Das Buch ist noch in Ordnung. Alle Mechanismen funktio";2475.0;['957337698']
2013929846;9782013929844.0;2013929846;0;Übersetzung US;;Murphy, Chuck;Murphy, Chuck(Text, Ill.);Bebes Animaux;14.0;Gautier Languereau;90°, Aufklappb. (22)ZugKlapp,D;13,00 €;2008;;;française;;;ABC, Tiere,Antilope,Affe, Cameleon,Dino, Elefant, Zebra, Yak,Tiger, Kängeruh, Schlange,;;2;3 - 2;;"In dem Buch gibt es zu jedem Buchstaben ein oder mehre Tiere zu sehen. Die Buchstaben werden abwechselnd in Schwarz oder Weiß abgebildet und müssen meistens aufgeklappt werden.

Das Buch ist noch in Ordnung. Alle Mechanismen funktionieren. Es macht alle";2474.0;[]
;978.0;;0;Übersetzung US;;"Smith, Roger; Tiller, Sandra";Murphy, Chuk (Ill., Text);Unsere Sinne );12.0;N.N.;180, M.(1), Klap, Dreh, zug;5,00 €;1982;;;japanisch;;;Mensch, Sinne, Kopf, Auge, Ohr, Nase, Mund, Geschmack, Hand Gefühl;;2;3 - 2;;"Das Buch versucht, die Reizübertragung beim Sehen, Riechen, Hören,Schmecken und Fühlen zu vermitteln. Es wird auch das gleichgewicht angesprochen.

Das buch ist noch in Ordnung. Allerdings macht es einen etwas abgelagerten Eindruck. - 2";2473.0;[]
3551120712;978.0;;25559043;Übersetzung US;;Murphy, Chuck(Ill.);Kroelling, Caryl(Text);Das Zauberspiegel-Buch;22.0;Carlsen;Kein Pop-up, Fensterbuch;5,00 € );1981;;;deutsch;;Lesespass 11 v. 12;Gesicht, Kleidung, Kukuck, Mona Lisa, Aladin, Sonnenblume,Marionette, Gespenst, Clown, Schneem.,Spie;;3;3 - 2;;"In diesem buch ist auf der letzten Seite ein Spiegel angebracht. Die sSeiten davor haben einen runden Ausschnitt und eine Figur mit wechselnder Kleidung. So können sich Kinder inverschiedene Sitationen hineinversetzen.

Das Büchlein ist noch in Ordnung,";2472.0;['820634824']
2740428588;9782740428580.0;2740428588;8519684;Orginal;;Stefano, Laurent(Coll. Techn.);"Rouillac, Paul; Vedrinelle, Danielle(Text)";Masques;24.0;Editions Mango;180, Mittelfig.(9),Klapp;5,00 €;2011;;;française;;;Masken, Köpfe, Herz, Zelt,;;1;3 - 2;;"n dem Buch werden abstrakt gestaltete Masken aus Japan,Elfenbeinküste, Grönland,Kongo,Sri Lanka,Bukuina Faso, Ozeanien und Mali gzeigt. Die Masken sind nicht immer in Kopfgröße und können nicht herausgenommen werden.

Das Buch ist ein neukauf. keine Män";2471.0;[]
2740429711;9782740429716.0;2740429711;1253380;Orginal;;Stefano, Laurent(Coll. Techn.);"Rouillac, Paul; Vedrinelle, Danielle(Text)";Gargouillesp;18.0;Editions Mango;180°,90°, Mittelfig. (10);23,99 €;2012;;;française;;;Wasserspeier, Figuren, Drache, Löwe, Bestie, Adler, Königin, Demon, Kirche;;1;3 - 2;;"In dem Buch werden abstrakte unifarbenen Speifiguren einer Kirche Gezeigt. Die Figuren in ihrer Abstraktheit könnten auch Wappenfiguren sein.

Das Buch ist ein Neukauf. Keine Mängel. - 1";2470.0;[]
0789424541;9780789424549.0;0789424541;9306118;Orginal;;"Simmons,Heather; Charbonnel, Olivier";"The Metropolitan Museum of Art; Berman, Miriam (Design)";Masks;10.0;DK  Ink Book;180° Mittelb, (5), Masken;18,00 € );1997;;;English;;;Masken, Helm, Gesicht,;;1;3 - 2;;In dem Buch werden fünf herausnehmbara, gesichtsgroße Masken aus fünf Kulturen gezeigt: (Prä-)Kolumbien, Papua-Neuguines, Nigeria, Europa und Japan. Daneben gibts es weitere Erläuterungen über den Gebrauch, die entsprechende Kleidung und weitere Skulpture;2469.0;[]
0689840195;9780689840197.0;0689840195;0;;;"Sendak; Carter; Lokvic; Foster; Sabuda; Finch;Moerbeek; Murphy; Dijs,; Smith;Hansen; Wilson-Max";Thomas, Pamela;Brooklyn Pops Up;8.0;Little Simon;180°/90°(7), Zug, Klapp;8,10 €;2000;;;English;;;Brooklyn, Kinder, Marx, Häuser,Bücherei, Museum, Garten, Karussell, Pferde, Brücke,Hot Dog, Kirmes;;1;3 - 2;;"Das buch ist eine Ausgabe zu einer Pop-up-Buch-Ausstellung in Brooklyn der Movable book Society und und der Brooklyn Bücherei. Die derzeitigen US-Papieringenieure realisierten jeweils einen Aspekt des New Yorker Sadtteils.

Das Buch ist wie neu.  - 1";2468.0;[]
3792001039;9783792001035.0;3792001039;8404551;Übersetzung FR;;"Zirah, Yves; Duist, Bernard";Saint-Exupéry, Antoine de;Der Kleine Prinz;65.0;Karl Rauch;180° M, V, (17), 90°,Dr, Z,Kl;30,00 €;2009;;;Deutsch;;;Stern, kleiner Prinz, Stern, Fernglas, Bäume, Garten, Clown, Laternenanzünder, Berge, Brunen, Schlan;;1;3 - 2;;"Das Buch illustriert Szenen aus dem kleinen Prinzen, der auf seinem Stern über die Welt und das Leben der Menschen philosophiert. Orginalzeichnungen

Das Buch ist ein Neukauf.Originalverpackung - 1";2467.0;['993129781']
0547482655;9780547482651.0;0547482655;8404551;Orginal;;"Zirah, Yves; Duist, Bernard";Saint-Exupéry, Antoine de;Le Petit Prince;65.0;Gallmard Jeunesse;180° M, V, (17), 90°,Dr, Z,Kl;10,80 €;2009;;;française;;;Stern, kleiner Prinz, Stern, Fernglas, Bäume, Garten, Clown, Laternenanzünder, Berge, Brunen, Schlan;;1;3 - 2;;"

Das Buch ist ein Neukauf.Das Buch illustriert Szenen aus dem kleinen Prinzen, der auf seinem Stern über die Welt und das Leben der Menschen philosophiert. Orginalzeichnungen

Das Buch ist ein Neukauf.Originalverpackung - 1 - 1";2466.0;[]
2070696049;9782070696048.0;2070696049;8404551;Orginal;;Duist, Bernard;"Lo Monaco, Gerard; Delaporte, Mathieu; Patzelliére, Alexandre de la;";Le Petit Prince : Le livre pop-up;12.0;Gallmard Jeunesse;180° M, V, (11)Zug(2), Klapp;17,50 €;2010;;;française;;;Stern, kleiner Prinz, Papieflugzeug,Weltall, All, Wolken,Schafe, Uhrwerk,Himmel, Fuchs, Sterne,;;1;3 - 2;;"Das Buch illustriert Szenen aus dem kleinen Prinzen, der auf seinem Stern über die Welt und das Leben der Menschen philosophiert. Starke Weltall-Perspektiven.

Das Buch ist ein Neukauf. - 1";2465.0;[]
1405226250;9781405226257.0;1405226250;8527943;Orginal;;N.N.;Saint-Exupery, Antoine de;The Little Prince: A Carousel Book;6.0;Egmont UK Limited;Karuss.,60°, (6), 4-fach gest.;12,88 €;2006;;;English;;;Stern, kleiner Prinz, Schaf, Alkoholiker, Laternenanzünder;;1;3 - 2;;"Das Buch illustriert Szenen aus dem kleinen Prinzen, der auf seinem Stern über die Welt und das leben der Menschen philosophiert. Schutzkasette.

Das Buch ist ein Neukauf. - 1";2464.0;[]
2361931834;9782361931834.0;2361931834;164355;Orginal;;UG, Philippe;UG, Philippe;Big Bang Pop;18.0;Les Grandes Personnes;180° (8) Mittel. V.;18,36 €;2012;;;française;;;Weltall, All, Sterne, Sonnen, Monde;;1;3 - 2;;"Das Buch ist ein feuerwerk von funkelden Sternen und Himmelsgestirnen.Es ist schräg geschnitten (Parallelogramm)

Das Buch ist ein neukauf. Orginalverpackung.";2463.0;[]
3791371800;9783791371801.0;3791371800;16779779;Übersetzung FR;;UG, Philippe;UG, Philippe;Mein Roboter ist wasserscheu!;16.0;Prestel Verlag;180° (7) Mittel. V.;18,00 €;2014;;;Deutsch;;;Roboter, Kopf, Rettungswagen, Räderwerk,Kran;;1;3 - 2;;"Ein Roboter ist erkrankt und muss mit dem Krankenwagen zum Roboterdoktor, wo er repariert wird.

Das Buch ist ein neukauf. Orginalverpackung. - 1";2462.0;['1050663659']
3791372106;9783791372105.0;3791372106;40967;Übersetzung FR;;UG, Philippe;UG, Philippe;Im Garten der Schmetterlinge;18.0;Prestel Verlag;180° (7) Mittel. V.;18,00 €;2015;;;Deutsch;;;Schmetterlinge, Wurm, Raupe, Kleefeld, Puppe, Magaritenfeld, Blattwerk, Kohlweißlinge, Schilf, Lybel;;1;3 - 2;;"Das Buch beschreibt die Entewicklung der Schmetterlings vom Wuirm über die Puppe bis zum ausgewachsenen Schmetterling.

Das Buch ist ein neukauf. Orginalverpackung. - 1";2461.0;['1062653785']
3791371266;9783791371269.0;3791371266;0;Übersetzung FR;;UG, Philippe;UG, Philippe;Komischer Vogel;18.0;Prestel Verlag;Gebundene Ausgabe;14,99 €;2012;;;Deutsch;;;Vögel, Paradiesvogel, Eier, Nest, Schilf;;1;3 - 2;;"Das Buch schildert die Entwicklung der Vögel vom Nest über das Ei, das Vogelbaby bis hin zum ausgewachsenen Vogel. 

Das Buch ist ein neukazf. Orginalverpackung. - 1";2460.0;['1021911291']
221108348X;9782211083485.0;221108348X;16846918;Orginal;;Kimiko(Konzept);"Solotareff, Grégoire; Elissalde, Serge";U;22.0;"loulon & Cie; L'Ecole des Loisirs";120°(11),Karussell, -stuf.;18,00 €;2006;;;française;;;Fabelwesen, Burg,Küche, >Keller,Teufelsgeiger, Mond;;1;3 - 2;;"Es wird vermitlich eine Geschichte über Einsamkeit,  Liebe und vertraujen erzählt. Die Bildergeschichte mit begleitendem Text ist zwischen plakativem Comic und Mangaa anzusiedeln. Ein kräftiges Buch (30 x 22 x 6 cm).

Das Buch ist sehr gut erhalten. Min";2459.0;[]
0789308169;9780789308160.0;0789308169;9482246;Orginal;;N.N.;Hansen, Lulu;Fishing for the Moon and Other Zen Stories;24.0;Universe;120°(9);16,33 €;2004;;;English;;;Tiere, Menschen, Affen, tiger, Wasser, Meer, Buddha, Lotus,;;1;3 - 1;;"Das wunderbar mit Easserfarben gemalte Buch enthält sieben Geschichten aus dem zen-Buddhismus.

Das Buch wurde neu gekauft. Keine Makel. - 1";2458.0;[]
1577314670;9781577314677.0;1577314670;1048580;Orginal;;Carter, David A.;"Beer, Robert (Text/Ill.);Tad Wise(Konzept)";Tibetan Buddhist Altars;13.0;New World Library;90°, (4),;15,58 €;2004;;;English;;Portale Altars;Altar, Tiet Buddah, Gottheiten, Shakyamumi, Padmapani, Green Tara,Manjushri;;1;3 - 1;;"Der Buchdeckel ist geteilt und wird zu beiden Seiten weggeschoben, wenn deie vier Altarbilder herunter geklappt werden. Zu jeder Gottheit gibt es eine Erläuterung.

Das Buch ist ein Neukauf. - 1";2457.0;[]
3485011665;9783485011662.0;3485011665;1048580;Orginal;;Foster, Bruce;"Beer, Robert(Text); Wise, Tad (Konzept)";Tibetische Göttinnen;13.0;Nymphenberger;90°, (4),;9,99 €;2006;;;Deutsch;;Portale Altars;Altar, Tibet, Gottheiten, Tara, Vasudhare, Kurukulla, Vajrayogini;;1;3 - 1;;"Der Buchdeckel ist geteilt und wird zu beiden Seiten weggeschoben, wenn deie vier Altarbilder herunter geklappt werden. Zu jeder Gottheit gibt es eine Erläuterung.

Das Buch ist ein Neukauf. - 1";2456.0;['993925480']
1577315790;9781577315797.0;1577315790;1048580;Orginal;;Foster, Bruce;Robert Beer(Text);Hindu Altars: A Pop-up Gallery of Traditional Art and Wisdom;13.0;New World Library;90°, (4),;EUR 213,99;2007-10-28;;;English;;Portale Altars;Altar, Hindu, Gottheiten, Lakshmi,Shiva,Durga, Ganesha,;;1;3 - 1;;"Der Buchdeckel ist geteilt und wird zu beiden Seiten weggeschoben, wenn deie vier Altarbilder herunter geklappt werden. Zu jeder Gottheit gibt es eine Erläuterung.

Das Buch ist ein Neukauf. - 1";2455.0;[]
;1059892.0;;8326;Orginal;;Carter, David A;Carter, David A;Bichos de Amor;10.0;Little Simon;180°, V (5);5,00 € );1994;;;spanisch;;;Liebe, Pfeile, Käfer,Herzen, Kußmund, Pralinen, Rosen;;1;3 - 1;;"Ein typischer Bugs-Cater in Herzform. Die Loebeserklärungen erfolgen mit Pfeil und Bogen von anor,mit Herzen, Küssen, Pralinen und Rosen.

Das Buch ist ein neukauf. - 1";2454.0;[]
9044328883;9789044328882.0;9044328883;66577;Orginal;;Carter, David A.;Carter, David A.;Het vrolijke kleine gele doosje: een pop-upboek over tegenstellingen;16.0;The House of Books;180° (2)Zieh(4), Klapp;10,00 €;2011;;;holländisch;;;Quadrat, Würfel, Hubschrauber, Fahrstuhl, Fenster, Lastwagen, Garagentor,;;1;3 - 1;;"In dem Buch wird auf das häufige Vorkommen des Quadrates und des Würfels aufmerksam gemacht, 

Das Buch ist ein neukauf. - 1";2453.0;[]
067083923X;9780670839230.0;067083923X;8193;Orginal;;Carter, Noelle;Carter, Noelle;My Pet;12.0;Viking Books for Young Readers;90° (3), Zieh(3), quer;5,03 €;1991;;;English;;;Tiere, haustiere, Maus, KatzemSchildkröte,papagei, Goldfisch, Hund;;2;3 - 1;;"Das Buch ist als Rätselbuch gestaltet, in dem erst die Tiere beschrieben werden, um sie danach hinter einer Klappe oder durch Zug vorzustellen. 

Das Buch ist noch sehr gut erhalten. Der Rücken hat auf der hinteren Seite aber wohl einen kleinen Stoß erh";2452.0;[]
1442408286;9781442408289.0;1442408286;8193;Orginal;;Carter, David A;Carter, David A;Counting: A Bugs Pop-up Concept Book;16.0;Little Simon;180° (7), V;8,99 €;2010;;;English;;;Tiere, Schmetterlinge, Zahlen;;1;3 - 1;;"Das Buch zählt mit verschiedenen Phantasie-Schmetterlingen von 1 - 6 und präsentert dann ein Dutzend davon auf einer Doppelseite.

Das Buch ist ein Neukauf. - 1";2451.0;[]
0671704486;9780671704483.0;0671704486;16785411;Orginal;;Carter, David A;Lynette Ruschak;Snack Attack: A Tasty Pop-Up;11.0;Simon & Schuster Merchandise &;180° (4),V,, Beweg.(1),Klapp;5,03 €;1990;;;English;;;Tiere, Fressen, Mädchen, Krokodil, Vogel, Mädchen, Gebäck Fisch,Löwe;;1;3 - 1;;"Die Geschichte erzählt von einem kleinen Mädchen, das on verschiedenen Tieren gefressen werden soll, aber ihnen knapp entkommt. Am Schluß rächt es sich an ihnen in grausamer Weise.

Das Buch ist noch sehr gut erhalten. Lediglich auf der ersten Seite gib";2450.0;[]
0030025575;978.0;;40961;Orginal;;Carter, David A;Seymour, Peter(Ill.);What's at the Beach;;Holt ,Rinehart and Winston;180° (7) M, V, Klapp,;2,60 €;1985;;;English;;;Strand, Picnickorb,Eimer, Vogel, Schnecke,Sandburg, Schildkröte, Muchel, Krebs,Baumwurzel,;;3;3 - 1;;"In dem Buch werden Strandgüter gesucht, hinter denen sich immer ein Tier versteckt hat.

Das Buch ist noch gut erhalten, allerdings merkt man, dass es wiederholt angesehen wurde. Es ist leicht bestoßen, etwas dfingerfettig und einige Teile zeigen Fehlkn";2449.0;[]
0671729233;9780671729233.0;0671729233;8193;Orginal;;Carter, David A;Carter, David A;Says Who?: A Pop Up Book of Animals Sounds;10.0;Little Simon;180° (5) V ,Klapp (8), Bew.(4);7,50 €;1993;;;English;;;Tiere, Tierlaute,Bär, Biene,Tiger, Eule,Schlange, Seehund,Frosch, Vogel,;;1;3 - 1;;"In dem Buch geht es um die Tierlaute, die vorgemacht werden müssen und so zu Rätseln werden. Die Tiere verstecken sich hinter Klappen bevor es eine Gesamtvorstellung gibt.

Das Buch ist sehr gut erhalten, wie neu. - 1";2448.0;[]
;48228216858.0;;8193;Orginal;;Carter, David A;Carter, David A;Wha's in my Pocket? A Pop -up & Peek-In-Book;10.0;;180° (5) V , Klapp;5,03 €;1989;;;English;;;Tiere, Hase, maus, Elefant,Hund, Kängeruh;;2;3 - 1;;"In dem Buch werden kleine Kinder mit der Ernährung von Tieren bekannt gemacht.

Das Buch ist gut und sauber erhalten. Auf dem hinteren Buchdeckel ist nur ein Aufkleberrest. - 2";2447.0;[]
0689814305;9780689814303.0;0689814305;3587;Orginal;;Carter, David A;Carter, David A;Bugs in Space: A Pop Up Journey;12.0;Little Simon;180° (5) V , Klapp,Ton, Maske;8,50 € );1997;;;English;;Bugs in the Box;Weltraum, All, Rakete,Satelit, Mond, Meteor,Stern, Raumstation,;;2;3 - 1;;"Diesmal fliegen die Käfer als Raketen in den Weltraum und begenen viele technische Einrichtungen sowie einer m  Mondfrau.

Das Buch ist nocht gut erhalten, kaum bestoßenund nur leicht fleckig.Beim Pop-up der ""Mondfrau"" ist ein Auge abgerissen, aber vorh";2446.0;[]
1860392741;9781860392740.0;1860392741;259;Orginal;;Carter, David A;Carter, David A;Bugs That Go Bump in the Night;12.0;Little Simon;180° (5) V , Klapp,Ton, Maske;12,34 €;1996;;;English;;Bugs in the Box;Gruselfiguren, Käfer, Hexe,Mumie, Skelett, Frankenstein, Kürbis, maske;;2;3 - 1;;"Dieses Mal werden die Käfer als gruselfiguren hinter Wolken, Sargdeckeln, Türen und Fenster versteckt.

Das Buch ist sehr gut erhalten. Der deckel ist nur leicht bestoßen und hat einen Kratzer. Innen ist alles gut erhalten. - 2";2445.0;[]
068980119X;9780689801198.0;068980119X;8193;Orginal;;Carter, David A;Carter, David A.;Feely Bugs: To Touch and Feel Book;12.0;Little Simon;Kein Pop-up,Fühlbuch (11);8,85 €;1995;;;English;;Bugs in the Box;Tiere, Insekten, Käfer, Schmetterlinge, Raupe, Tausendfüßler;;1;3 - 1;;"In diesem Buch werden die Käfer und Tierchen in vielfältige, glitzernde Fühltiere verwandelt.

Das Buch uist sehr gut erhalten. Keine Fehler feststellbar. - 1";2444.0;[]
;978.0;;40972;Orginal;;N.N.;N.N.;3-D-Kalender 2010;24.0;Eisai(Hrsg.);Kein Pop-up, Fensterb., Hand;0,00 €;2010;;;deutsch;;;Pflanzen, Tiere, Schmetterling, Blatt, Blüte, Schneeflocke, Wolke, Hase;;1;3 - 1;;"Der Kalender hat für jeden Monat ein Motiv, das lediglich angerissen ist und durch Herausdrücken vor einem farbigen Hintergrund dreidimensional erscheint.

Der kalender ist noch orginalverpackt. - 1";2443.0;[]
0805014497;9780805014495.0;0805014497;40963;Orginal;;Carter, David A.;Seymour, Peter;What's in the Deep Blue Sea?;16.0;Henry Holt Books for Young Readers;180° (4)  Klapp(10);2,60 €;1990;;;English;;;Meer, Tiere, Seepferdchen, Krebs, Pflanzen,Qualle, Tintenfisch,;;2;3 - 1;;"Das Buch führt durch eine - recht abstrakt gemalte - bunte <tiefsee, wo sich hinter verschienem Gewächs auch Tiere vrerstecken.

Das Buch ist noch gut erhalten und noch nicht sehr bgegriffen. Es ist leicht bestoßen und fingerfettig
- 2";2442.0;[]
0805014500;9780805014501.0;0805014500;49155;Orginal;;Carter, David A.;Seymour, Peter S.;What's in the Prehistoric Forest?;16.0;Henry Holt Books for Young Readers;180° (1) ,90°(4), Klapp;1,60 €;1990;;;English;;;Dinosaurier, Pflanzen,Tyrannus Rex;;2;3 - 1;;"Mit dem Buch wandert man durch den Urwald der Vorzeit (sehr abstrakt) und entdeckt hinter aufklappbarem Blattwerk verschiedene Dinosaurier.

Das Buch ist noch gut erhalten. Es ist etwas bestoßen - 2";2441.0;[]
0001944959;9780001944954.0;0001944959;8396803;Orginal;;Pelham, David;Foreman, Michael(Ill.);Worms Wiggle;20.0;Harper Collins Publishers;180° (10) Klapp(10), Beweg.;9,30 €;1988;;;English;;;Tiere, Wurm, Schmetterling, Frosch, Schlange, Möwe, Hund, Katze, LöweKund;;2;3 - 1;;"Mit Zwei-Wort-Sätzen, die aus einem Tiernaamen  und einem zugehörigen Bewegungswort bestehen, wird der ganze Inhalt des Buches beschrieben. Hinter einer Klappe erscheint das entsprechende Tier mit der Bewegung. 

Das Buch ist gut erhalten. Bei der Schla";2440.0;[]
067172925X;9780671729257.0;067172925X;8193;Orginal;;Carter, David A.;Carter, David A.;I'm Shy;14.0;Simon & Schuster Merchandise &;180°, V (3), Zieh(4);2,60 €;1993;;;English;;;Tiere, Krake, Tintenfisch, Oktopus;;2;3 - 1;;"Das Buch zeigt nur einen Tintenfisch, der aus seiner dunklen Höhle kommt und dort wieder verschwindet.

Das Buch ist noch sehr gut erhalten und alle Mechaniken funktionieren. Es ist etwas schräg flah gedrückt. - 2";2439.0;[]
0689831048;9780689831041.0;0689831048;8211;Orginal;;Carter, David A.;David A Carter;The 12 Bugs of Christmas;20.0;Simon & Schzster;90° (11), Klaop (9);9,00 €;1999;;;English;;Bugs in the Box;Insekten, Käfer, Birnen, Kuckucksuhren, Stiefel, Kerzen, Tannenbaum,Topf,Hexenhaus, Niklaus, Baumspi;;4;3 - 1;1.;;2438.0;[]
